Date,Price (VNI),Price (MSN),Rf
5/10/2016,"687,04","69900,00","0,0230"
4/10/2016,"684,20","70000,00","0,0230"
3/10/2016,"683,05","70300,00","0,0230"
30/09/2016,"685,73","68200,00","0,0230"
29/09/2016,"688,55","67500,00","0,0230"
28/09/2016,"686,72","70600,00","0,0230"
27/09/2016,"684,89","70900,00","0,0230"
26/09/2016,"677,04","71000,00","0,0230"
23/09/2016,"674,09","71000,00","0,0230"
22/09/2016,"671,38","70500,00","0,0230"
21/09/2016,"668,48","70200,00","0,0230"
20/09/2016,"663,37","68000,00","0,0230"
19/09/2016,"657,89","65000,00","0,0230"
16/09/2016,"651,31","65000,00","0,0230"
15/09/2016,"656,18","66800,00","0,0230"
14/09/2016,"656,64","68500,00","0,0230"
13/9/2016,"659,72","69000,00","0,0230"
12/9/2016,"659,76","69000,00","0,0230"
9/9/2016,"666,88","68500,00","0,0230"
8/9/2016,"666,07","68000,00","0,0230"
7/9/2016,"661,28","68000,00","0,0230"
6/9/2016,"663,90","67000,00","0,0230"
5/9/2016,"664,55","67000,00","0,0230"
1/9/2016,"669,19","69000,00","0,0230"
31/08/2016,"674,63","70000,00","0,0230"
30/08/2016,"672,67","67000,00","0,0230"
29/08/2016,"669,44","63000,00","0,0230"
26/08/2016,"667,75","61500,00","0,0230"
25/08/2016,"658,50","61500,00","0,0230"
24/08/2016,"660,77","63000,00","0,0230"
23/08/2016,"659,16","65000,00","0,0230"
22/08/2016,"657,68","67500,00","0,0230"
19/08/2016,"662,28","63500,00","0,0230"
18/08/2016,"660,65","59500,00","0,0230"
17/08/2016,"660,51","59500,00","0,0230"
16/08/2016,"658,11","60000,00","0,0230"
15/08/2016,"659,47","60500,00","0,0230"
12/8/2016,"655,71","61000,00","0,0230"
11/8/2016,"660,24","60500,00","0,0230"
10/8/2016,"648,33","60500,00","0,0230"
9/8/2016,"637,34","59500,00","0,0230"
8/8/2016,"629,46","61500,00","0,0230"
5/8/2016,"627,39","62000,00","0,0230"
4/8/2016,"631,94","61500,00","0,0230"
3/8/2016,"631,61","61500,00","0,0230"
2/8/2016,"636,05","64000,00","0,0230"
1/8/2016,"648,38","64000,00","0,0230"
29/07/2016,"652,23","66000,00","0,0230"
28/07/2016,"657,14","66000,00","0,0230"
27/07/2016,"656,11","66500,00","0,0230"
26/07/2016,"648,59","67000,00","0,0230"
25/07/2016,"649,30","67000,00","0,0230"
22/07/2016,"649,87","67500,00","0,0230"
21/07/2016,"659,57","67000,00","0,0230"
20/07/2016,"660,26","67500,00","0,0230"
19/07/2016,"667,76","69000,00","0,0230"
18/07/2016,"673,50","67500,00","0,0230"
15/07/2016,"664,56","67500,00","0,0230"
14/07/2016,"666,69","67000,00","0,0230"
13/07/2016,"675,12","67000,00","0,0230"
12/7/2016,"658,90","67000,00","0,0230"
11/7/2016,"652,26","67000,00","0,0230"
8/7/2016,"658,68","67000,00","0,0230"
7/7/2016,"657,52","67000,00","0,0230"
6/7/2016,"649,46","67500,00","0,0230"
5/7/2016,"650,88","67000,00","0,0230"
4/7/2016,"647,96","67000,00","0,0230"
1/7/2016,"640,30","66500,00","0,0230"
30/06/2016,"632,26","67000,00","0,0230"
29/06/2016,"630,12","67000,00","0,0230"
28/06/2016,"622,20","67000,00","0,0230"
27/06/2016,"621,27","67500,00","0,0230"
24/06/2016,"620,77","69000,00","0,0230"
23/06/2016,"632,27","69000,00","0,0230"
22/06/2016,"626,41","69000,00","0,0230"
21/06/2016,"628,00","69500,00","0,0230"
20/06/2016,"626,46","71000,00","0,0230"
17/06/2016,"619,25","68500,00","0,0230"
16/06/2016,"625,11","68500,00","0,0230"
15/06/2016,"627,02","69000,00","0,0230"
14/6/2016,"625,43","69000,00","0,0230"
13/6/2016,"623,58","70000,00","0,0230"
10/6/2016,"629,84","69500,00","0,0230"
9/6/2016,"631,26","70000,00","0,0230"
8/6/2016,"627,87","69000,00","0,0230"
7/6/2016,"624,65","68500,00","0,0230"
6/6/2016,"620,05","69000,00","0,0230"
3/6/2016,"621,88","69000,00","0,0230"
2/6/2016,"623,37","69000,00","0,0230"
1/6/2016,"619,86","69500,00","0,0230"
31/05/2016,"618,44","69000,00","0,0230"
30/05/2016,"614,50","69000,00","0,0230"
27/05/2016,"608,11","69000,00","0,0230"
26/05/2016,"604,34","70000,00","0,0230"
25/05/2016,"611,89","71000,00","0,0230"
24/05/2016,"611,62","69500,00","0,0230"
23/05/2016,"611,03","69500,00","0,0230"
20/05/2016,"614,81","70000,00","0,0230"
19/05/2016,"619,20","71500,00","0,0230"
18/05/2016,"622,45","71000,00","0,0230"
17/05/2016,"624,75","71000,00","0,0230"
16/05/2016,"615,78","70500,00","0,0230"
13/05/2016,"610,82","72000,00","0,0230"
12/5/2016,"612,12","72000,00","0,0230"
11/5/2016,"614,06","71500,00","0,0230"
10/5/2016,"605,05","71500,00","0,0230"
9/5/2016,"603,85","72500,00","0,0230"
6/5/2016,"606,52","71000,00","0,0230"
5/5/2016,"601,51","71000,00","0,0230"
4/5/2016,"599,07","70000,00","0,0230"
29/04/2016,"598,37","69000,00","0,0230"
28/04/2016,"591,67","69500,00","0,0230"
27/04/2016,"593,96","69000,00","0,0230"
26/04/2016,"598,48","68500,00","0,0230"
25/04/2016,"591,58","69000,00","0,0230"
22/04/2016,"592,48","70000,00","0,0230"
21/04/2016,"575,73","67500,00","0,0230"
20/04/2016,"568,03","69000,00","0,0230"
19/04/2016,"568,28","69500,00","0,0230"
15/04/2016,"579,86","69500,00","0,0230"
14/04/2016,"579,49","69000,00","0,0230"
13/4/2016,"578,02","70000,00","0,0230"
12/4/2016,"579,84","71000,00","0,0230"
11/4/2016,"579,27","69500,00","0,0230"
8/4/2016,"572,34","71000,00","0,0230"
7/4/2016,"571,60","71000,00","0,0230"
6/4/2016,"567,79","70500,00","0,0230"
5/4/2016,"560,32","70000,00","0,0230"
4/4/2016,"555,82","71000,00","0,0230"
1/4/2016,"558,43","71500,00","0,0230"
31/03/2016,"561,22","72500,00","0,0230"
30/03/2016,"569,91","72500,00","0,0230"
29/03/2016,"568,28","74500,00","0,0230"
28/03/2016,"575,72","74000,00","0,0230"
25/03/2016,"572,08","73500,00","0,0230"
24/03/2016,"570,66","72000,00","0,0230"
23/03/2016,"574,71","70000,00","0,0230"
22/03/2016,"570,91","70000,00","0,0230"
21/03/2016,"572,27","71500,00","0,0230"
18/03/2016,"575,82","72500,00","0,0230"
17/03/2016,"579,26","73000,00","0,0230"
16/03/2016,"577,07","73500,00","0,0230"
15/3/2016,"574,04","75000,00","0,0230"
14/3/2016,"577,98","73500,00","0,0230"
11/3/2016,"577,26","74500,00","0,0230"
10/3/2016,"575,91","75500,00","0,0230"
9/3/2016,"571,71","75000,00","0,0230"
8/3/2016,"574,71","74500,00","0,0230"
7/3/2016,"576,20","74500,00","0,0230"
4/3/2016,"573,65","74500,00","0,0230"
3/3/2016,"570,39","73000,00","0,0230"
2/3/2016,"570,18","72000,00","0,0230"
1/3/2016,"561,56","72000,00","0,0230"
29/02/2016,"559,37","74000,00","0,0230"
26/02/2016,"566,11","72000,00","0,0230"
25/02/2016,"562,82","73500,00","0,0230"
24/2/2016,"568,04","74000,00","0,0230"
23/2/2016,"561,28","74500,00","0,0230"
22/2/2016,"560,71","71500,00","0,0230"
19/2/2016,"554,03","72000,00","0,0230"
18/2/2016,"552,49","72000,00","0,0230"
17/2/2016,"547,05","72000,00","0,0230"
16/2/2016,"548,05","72000,00","0,0230"
15/2/2016,"543,79","73500,00","0,0230"
5/2/2016,"544,75","73500,00","0,0230"
4/2/2016,"542,15","72000,00","0,0230"
3/2/2016,"539,07","70500,00","0,0230"
2/2/2016,"536,45","71500,00","0,0230"
1/2/2016,"540,56","72500,00","0,0230"
29/01/2016,"545,25","73000,00","0,0230"
28/01/2016,"539,47","73500,00","0,0230"
27/01/2016,"542,69","73500,00","0,0230"
26/01/2016,"537,73","74000,00","0,0230"
25/01/2016,"542,35","71000,00","0,0230"
22/01/2016,"522,24","71500,00","0,0230"
21/01/2016,"521,88","71500,00","0,0230"
20/01/2016,"529,44","71000,00","0,0230"
19/01/2016,"535,77","70000,00","0,0230"
18/01/2016,"526,37","70000,00","0,0230"
15/1/2016,"543,04","74000,00","0,0230"
14/1/2016,"553,03","75000,00","0,0230"
13/1/2016,"560,37","76500,00","0,0230"
12/1/2016,"564,26","76000,00","0,0230"
11/1/2016,"557,87","76500,00","0,0230"
8/1/2016,"560,05","77500,00","0,0230"
7/1/2016,"565,36","76000,00","0,0230"
6/1/2016,"574,57","76750,00","0,0230"
5/1/2016,"569,94","76850,00","0,0230"
4/1/2016,"574,41","76950,00","0,0230"
,"548,30","74052,50",
